Name	Govdirectory URL	Type	Website	source_file
Glarus	https://www.govdirectory.org/switzerland/Q63912/	municipality of Switzerland	https://www.glarus.ch/	Switzerland
Glarus Nord	https://www.govdirectory.org/switzerland/Q70635/	municipality of Switzerland	http://www.glarus-nord.ch/	Switzerland
Glarus Süd	https://www.govdirectory.org/switzerland/Q70695/	municipality of Switzerland	http://www.glarus-sued.ch/	Switzerland
Glattfelden	https://www.govdirectory.org/switzerland/Q68399/	municipality of Switzerland	https://www.glattfelden.ch/	Switzerland
Gletterens	https://www.govdirectory.org/switzerland/Q68573/	municipality of Switzerland	http://www.gletterens.ch/	Switzerland
Goldach	https://www.govdirectory.org/switzerland/Q66790/	municipality of Switzerland	https://www.goldach.ch/	Switzerland
Gollion	https://www.govdirectory.org/switzerland/Q70594/	municipality of Switzerland	http://www.gollion.ch/	Switzerland
Gommiswald	https://www.govdirectory.org/switzerland/Q66744/	municipality of Switzerland	http://www.gommiswald.ch/	Switzerland
Goms	https://www.govdirectory.org/switzerland/Q26836831/	municipality of Switzerland	https://www.gemeinde-goms.ch/	Switzerland
Gondiswil	https://www.govdirectory.org/switzerland/Q65477/	municipality of Switzerland	https://www.gondiswil.ch/	Switzerland
Gonten	https://www.govdirectory.org/switzerland/Q64604/	municipality of Switzerland	http://www.gonten.ch/	Switzerland
Gontenschwil	https://www.govdirectory.org/switzerland/Q65333/	municipality of Switzerland	http://www.gontenschwil.ch/	Switzerland
Gordola	https://www.govdirectory.org/switzerland/Q69671/	municipality of Switzerland	http://www.gordola.ch/	Switzerland
Gossau	https://www.govdirectory.org/switzerland/Q67525/	municipality of Switzerland	http://www.gossau-zh.ch/	Switzerland
Gossau	https://www.govdirectory.org/switzerland/Q69777/	municipality of Switzerland	http://www.stadtgossau.ch/	Switzerland
Gottlieben	https://www.govdirectory.org/switzerland/Q66302/	municipality of Switzerland	http://www.gottlieben.ch/	Switzerland
Goumoëns	https://www.govdirectory.org/switzerland/Q70741/	municipality of Switzerland	http://www.goumoens.ch/	Switzerland
Graben	https://www.govdirectory.org/switzerland/Q67642/	municipality of Switzerland	https://www.graben.ch/	Switzerland
Grabs	https://www.govdirectory.org/switzerland/Q67048/	municipality of Switzerland	http://www.grabs.ch/	Switzerland
Grancia	https://www.govdirectory.org/switzerland/Q67969/	municipality of Switzerland	https://www.grancia.ch/	Switzerland
Grancy	https://www.govdirectory.org/switzerland/Q68638/	municipality of Switzerland	http://www.grancy.ch/	Switzerland
Grandcour	https://www.govdirectory.org/switzerland/Q70190/	municipality of Switzerland	http://www.grandcour.ch/	Switzerland
Grandevent	https://www.govdirectory.org/switzerland/Q70687/	municipality of Switzerland	http://www.grandevent.ch/	Switzerland
Grandfontaine	https://www.govdirectory.org/switzerland/Q67982/	municipality of Switzerland	http://www.grandfontaine.ch/	Switzerland
Grandson	https://www.govdirectory.org/switzerland/Q70199/	municipality of Switzerland	http://www.grandson.ch/	Switzerland
Grandval	https://www.govdirectory.org/switzerland/Q67029/	municipality of Switzerland	https://www.grandval.ch/	Switzerland
Grandvillard	https://www.govdirectory.org/switzerland/Q66887/	municipality of Switzerland	https://www.grandvillard.ch/	Switzerland
Granges	https://www.govdirectory.org/switzerland/Q68420/	municipality of Switzerland	https://www.granges-veveyse.ch/	Switzerland
Granges-Paccot	https://www.govdirectory.org/switzerland/Q67060/	municipality of Switzerland	http://www.granges-paccot.ch/	Switzerland
Grangettes	https://www.govdirectory.org/switzerland/Q69928/	municipality of Switzerland	https://grangettes-pres-romont.ch/	Switzerland
Gravesano	https://www.govdirectory.org/switzerland/Q69385/	municipality of Switzerland	http://www.gravesano.ch/	Switzerland
Greifensee	https://www.govdirectory.org/switzerland/Q64882/	municipality of Switzerland	http://www.greifensee.ch/	Switzerland
Grellingen	https://www.govdirectory.org/switzerland/Q66821/	municipality of Switzerland	https://www.grellingen.ch/	Switzerland
Grenchen	https://www.govdirectory.org/switzerland/Q68248/	municipality of Switzerland	https://www.grenchen.ch/	Switzerland
Greng	https://www.govdirectory.org/switzerland/Q69885/	municipality of Switzerland	http://www.greng.ch/	Switzerland
Grengiols	https://www.govdirectory.org/switzerland/Q67332/	municipality of Switzerland	http://www.grengiols.ch/	Switzerland
Grens	https://www.govdirectory.org/switzerland/Q69285/	municipality of Switzerland	http://www.grens.ch/	Switzerland
Greppen	https://www.govdirectory.org/switzerland/Q14568/	municipality of Switzerland	https://www.greppen.ch/	Switzerland
Gretzenbach	https://www.govdirectory.org/switzerland/Q65965/	municipality of Switzerland	https://www.gretzenbach.ch/	Switzerland
Grimisuat	https://www.govdirectory.org/switzerland/Q69579/	municipality of Switzerland	https://www.grimisuat.ch/	Switzerland
Grindel	https://www.govdirectory.org/switzerland/Q66354/	municipality of Switzerland	http://www.grindel.ch/	Switzerland
Grindelwald	https://www.govdirectory.org/switzerland/Q64004/	municipality of Switzerland	http://www.grindelwald.com/	Switzerland
Grolley-Ponthaux	https://www.govdirectory.org/switzerland/Q20012496/	municipality of Switzerland	https://grolley-ponthaux.ch/	Switzerland
Grono	https://www.govdirectory.org/switzerland/Q66181/	municipality of Switzerland	https://www.grono.ch/	Switzerland
Grossaffoltern	https://www.govdirectory.org/switzerland/Q65921/	municipality of Switzerland	https://www.grossaffoltern.ch/	Switzerland
Grossdietwil	https://www.govdirectory.org/switzerland/Q14600/	municipality of Switzerland	https://www.grossdietwil.ch/	Switzerland
Grosshöchstetten	https://www.govdirectory.org/switzerland/Q67611/	municipality of Switzerland	https://www.grosshoechstetten.ch/	Switzerland
Grosswangen	https://www.govdirectory.org/switzerland/Q7133/	municipality of Switzerland	https://www.grosswangen.ch/	Switzerland
Grub	https://www.govdirectory.org/switzerland/Q67200/	municipality of Switzerland	https://www.grub.ch/	Switzerland
Gruyères	https://www.govdirectory.org/switzerland/Q69600/	municipality of Switzerland	https://www.gruyeres.ch/	Switzerland
Gryon	https://www.govdirectory.org/switzerland/Q69522/	municipality of Switzerland	https://www.gryon.ch/	Switzerland
Grächen	https://www.govdirectory.org/switzerland/Q70097/	municipality of Switzerland	http://www.gemeinde-graechen.ch/	Switzerland
Gränichen	https://www.govdirectory.org/switzerland/Q64267/	municipality of Switzerland	http://www.graenichen.ch/	Switzerland
Grône	https://www.govdirectory.org/switzerland/Q70151/	municipality of Switzerland	https://www.grone.ch/	Switzerland
Grüningen	https://www.govdirectory.org/switzerland/Q67120/	municipality of Switzerland	http://www.grueningen.ch/	Switzerland
Grüsch	https://www.govdirectory.org/switzerland/Q64635/	municipality of Switzerland	https://www.gruesch.ch/	Switzerland
Gsteig bei Gstaad	https://www.govdirectory.org/switzerland/Q65753/	municipality of Switzerland	https://www.gsteig.ch/	Switzerland
Gsteigwiler	https://www.govdirectory.org/switzerland/Q65738/	municipality of Switzerland	https://www.gsteigwiler.ch/	Switzerland
Guggisberg	https://www.govdirectory.org/switzerland/Q64969/	municipality of Switzerland	https://www.gemeinde-guggisberg.ch/	Switzerland
Gunzgen	https://www.govdirectory.org/switzerland/Q65851/	municipality of Switzerland	http://www.gunzgen.ch/	Switzerland
Gurbrü	https://www.govdirectory.org/switzerland/Q67019/	municipality of Switzerland	https://www.gurbrue.ch/	Switzerland
Gurmels	https://www.govdirectory.org/switzerland/Q66941/	municipality of Switzerland	https://www.gurmels.ch/	Switzerland
Gurtnellen	https://www.govdirectory.org/switzerland/Q65450/	municipality of Switzerland	https://www.gurtnellen.ch/	Switzerland
Gurzelen	https://www.govdirectory.org/switzerland/Q66613/	municipality of Switzerland	https://www.gurzelen.ch/	Switzerland
Guttannen	https://www.govdirectory.org/switzerland/Q69419/	municipality of Switzerland	https://www.guttannen.ch/	Switzerland
Guttet-Feschel	https://www.govdirectory.org/switzerland/Q69988/	municipality of Switzerland	https://www.guttet-feschel.ch/	Switzerland
Gy	https://www.govdirectory.org/switzerland/Q66504/	municipality of Switzerland	http://www.mairie-gy.ch/	Switzerland
Gächlingen	https://www.govdirectory.org/switzerland/Q66500/	municipality of Switzerland	http://www.gaechlingen.ch/	Switzerland
Göschenen	https://www.govdirectory.org/switzerland/Q69639/	municipality of Switzerland	http://www.goeschenen.ch/	Switzerland
Gündlischwand	https://www.govdirectory.org/switzerland/Q65560/	municipality of Switzerland	https://www.guendlischwand.ch/	Switzerland
Günsberg	https://www.govdirectory.org/switzerland/Q66988/	municipality of Switzerland	https://www.guensberg.ch/	Switzerland
Güttingen	https://www.govdirectory.org/switzerland/Q66317/	municipality of Switzerland	http://www.guettingen.ch/	Switzerland
Habkern	https://www.govdirectory.org/switzerland/Q64779/	municipality of Switzerland	https://www.habkern.ch/	Switzerland
Habsburg	https://www.govdirectory.org/switzerland/Q64131/	municipality of Switzerland	http://www.habsburg.ch/	Switzerland
Hagenbuch	https://www.govdirectory.org/switzerland/Q65926/	municipality of Switzerland	http://www.hagenbuch.zh.ch/	Switzerland
Hagneck	https://www.govdirectory.org/switzerland/Q67546/	municipality of Switzerland	https://hagneck.ch/	Switzerland
Hallau	https://www.govdirectory.org/switzerland/Q69172/	municipality of Switzerland	https://www.hallau.ch/	Switzerland
Hallwil	https://www.govdirectory.org/switzerland/Q65291/	municipality of Switzerland	https://hallwil.ch/	Switzerland
Halten	https://www.govdirectory.org/switzerland/Q66827/	municipality of Switzerland	https://www.halten.ch/	Switzerland
Hasle	https://www.govdirectory.org/switzerland/Q14555/	municipality of Switzerland	http://www.hasle-lu.ch/	Switzerland
Hasle bei Burgdorf	https://www.govdirectory.org/switzerland/Q67066/	municipality of Switzerland	https://www.hasle.ch/	Switzerland
Hasliberg	https://www.govdirectory.org/switzerland/Q69424/	municipality of Switzerland	https://www.hasliberg.ch/	Switzerland
Hauenstein-Ifenthal	https://www.govdirectory.org/switzerland/Q66060/	municipality of Switzerland	http://www.hauenstein-ifenthal.ch/	Switzerland
Hauptwil-Gottshaus	https://www.govdirectory.org/switzerland/Q66307/	municipality of Switzerland	https://www.hauptwil-gottshaus.ch/	Switzerland
Hausen	https://www.govdirectory.org/switzerland/Q65497/	municipality of Switzerland	https://www.hausen.swiss/	Switzerland
Hausen am Albis	https://www.govdirectory.org/switzerland/Q65231/	municipality of Switzerland	http://www.hausen.ch/	Switzerland
Haut-Intyamon	https://www.govdirectory.org/switzerland/Q66876/	municipality of Switzerland	http://www.haut-intyamon.ch/	Switzerland
Haute-Ajoie	https://www.govdirectory.org/switzerland/Q70609/	municipality of Switzerland	http://www.hauteajoie.ch/	Switzerland
Haute-Sorne	https://www.govdirectory.org/switzerland/Q5682949/	municipality of Switzerland	http://www.haute-sorne.ch/	Switzerland
Hautemorges	https://www.govdirectory.org/switzerland/Q104776665/	municipality of Switzerland	https://www.hautemorges.ch/	Switzerland
Hauterive	https://www.govdirectory.org/switzerland/Q67300/	municipality of Switzerland	https://www.hauterivefr.ch/	Switzerland
Hauteville	https://www.govdirectory.org/switzerland/Q662294/	municipality of Switzerland	https://www.hauteville.ch/	Switzerland
Hedingen	https://www.govdirectory.org/switzerland/Q65129/	municipality of Switzerland	http://www.hedingen.ch/	Switzerland
Hefenhofen	https://www.govdirectory.org/switzerland/Q66405/	municipality of Switzerland	https://www.hefenhofen.ch/	Switzerland
Heiden	https://www.govdirectory.org/switzerland/Q68315/	municipality of Switzerland	https://www.heiden.ch/	Switzerland
Heiligenschwendi	https://www.govdirectory.org/switzerland/Q65485/	municipality of Switzerland	http://www.heiligenschwendi.ch/	Switzerland
Heimberg	https://www.govdirectory.org/switzerland/Q65206/	municipality of Switzerland	https://www.heimberg.ch/	Switzerland
Heimenhausen	https://www.govdirectory.org/switzerland/Q67655/	municipality of Switzerland	https://www.heimenhausen.ch/	Switzerland
Heimiswil	https://www.govdirectory.org/switzerland/Q67632/	municipality of Switzerland	https://www.heimiswil.ch/	Switzerland
Heitenried	https://www.govdirectory.org/switzerland/Q68031/	municipality of Switzerland	https://www.heitenried.ch/	Switzerland
Hellikon	https://www.govdirectory.org/switzerland/Q66686/	municipality of Switzerland	https://www.hellikon.ch/	Switzerland
Hellsau	https://www.govdirectory.org/switzerland/Q68603/	municipality of Switzerland	https://www.hellsau.ch/	Switzerland
Hemishofen	https://www.govdirectory.org/switzerland/Q66363/	municipality of Switzerland	https://www.hemishofen.ch/	Switzerland
Hemmiken	https://www.govdirectory.org/switzerland/Q66623/	municipality of Switzerland	https://www.hemmiken.ch/	Switzerland
Henau	https://www.govdirectory.org/switzerland/Q18446611/	municipality of Switzerland		Switzerland
Hendschiken	https://www.govdirectory.org/switzerland/Q65319/	municipality of Switzerland	https://hendschiken.ch/	Switzerland
Henggart	https://www.govdirectory.org/switzerland/Q68417/	municipality of Switzerland	http://www.henggart.ch/	Switzerland
Henniez	https://www.govdirectory.org/switzerland/Q68873/	municipality of Switzerland	http://www.commune-henniez.ch/	Switzerland
Herbetswil	https://www.govdirectory.org/switzerland/Q66089/	municipality of Switzerland	https://www.herbetswil.ch/	Switzerland
Herbligen	https://www.govdirectory.org/switzerland/Q67634/	municipality of Switzerland	https://www.herbligen.ch/	Switzerland
Herdern	https://www.govdirectory.org/switzerland/Q65761/	municipality of Switzerland	http://www.herdern.ch/	Switzerland
Hergiswil	https://www.govdirectory.org/switzerland/Q570969/	municipality of Switzerland	http://www.hergiswil.ch/	Switzerland
Hergiswil bei Willisau	https://www.govdirectory.org/switzerland/Q14603/	municipality of Switzerland	https://www.hergiswil-lu.ch/	Switzerland
Herisau	https://www.govdirectory.org/switzerland/Q63970/	municipality of Switzerland	https://www.herisau.ch/	Switzerland
Hermance	https://www.govdirectory.org/switzerland/Q66200/	municipality of Switzerland	https://www.hermance.ch/	Switzerland
Hermenches	https://www.govdirectory.org/switzerland/Q68852/	municipality of Switzerland	http://www.hermenches.ch/	Switzerland
Hermrigen	https://www.govdirectory.org/switzerland/Q67391/	municipality of Switzerland	http://www.hermrigen.ch/	Switzerland
Herrliberg	https://www.govdirectory.org/switzerland/Q69224/	municipality of Switzerland	http://www.herrliberg.ch/	Switzerland
Hersberg	https://www.govdirectory.org/switzerland/Q66572/	municipality of Switzerland	http://www.hersberg.ch/	Switzerland
Herznach-Ueken	https://www.govdirectory.org/switzerland/Q110713110/	municipality of Switzerland	https://herznach-ueken.ch/	Switzerland
Herzogenbuchsee	https://www.govdirectory.org/switzerland/Q67499/	municipality of Switzerland	https://www.herzogenbuchsee.ch/	Switzerland
Hettlingen	https://www.govdirectory.org/switzerland/Q64967/	municipality of Switzerland	http://www.hettlingen.ch/	Switzerland
Hildisrieden	https://www.govdirectory.org/switzerland/Q7153/	municipality of Switzerland	https://www.hildisrieden.ch/	Switzerland
Hilterfingen	https://www.govdirectory.org/switzerland/Q66042/	municipality of Switzerland	https://www.hilterfingen.ch/	Switzerland
Himmelried	https://www.govdirectory.org/switzerland/Q70044/	municipality of Switzerland	http://www.himmelried.ch/	Switzerland
Hindelbank	https://www.govdirectory.org/switzerland/Q67564/	municipality of Switzerland	https://www.hindelbank.ch/	Switzerland
Hinwil	https://www.govdirectory.org/switzerland/Q69383/	municipality of Switzerland	http://www.hinwil.ch/	Switzerland
Hirschthal	https://www.govdirectory.org/switzerland/Q64526/	municipality of Switzerland	http://www.hirschthal.ch/	Switzerland
Hittnau	https://www.govdirectory.org/switzerland/Q65841/	municipality of Switzerland	http://www.hittnau.ch/	Switzerland
Hitzkirch	https://www.govdirectory.org/switzerland/Q7114/	municipality of Switzerland	https://www.hitzkirch.ch/	Switzerland
Hochdorf	https://www.govdirectory.org/switzerland/Q7102/	municipality of Switzerland	https://www.hochdorf.ch/	Switzerland
Hochfelden	https://www.govdirectory.org/switzerland/Q68410/	municipality of Switzerland	http://www.hochfelden.ch/	Switzerland
Hochwald	https://www.govdirectory.org/switzerland/Q66575/	municipality of Switzerland	https://www.hochwald.ch/	Switzerland
Hofstetten bei Brienz	https://www.govdirectory.org/switzerland/Q65200/	municipality of Switzerland	https://www.hofstetten-ballenberg.ch/	Switzerland
Hofstetten-Flüh	https://www.govdirectory.org/switzerland/Q70010/	municipality of Switzerland	http://www.hofstettenflueh.ch/	Switzerland
Hohenrain	https://www.govdirectory.org/switzerland/Q7109/	municipality of Switzerland	http://www.hohenrain.ch/	Switzerland
Hohentannen	https://www.govdirectory.org/switzerland/Q66309/	municipality of Switzerland	http://www.hohentannen.ch/	Switzerland
Holderbank	https://www.govdirectory.org/switzerland/Q65627/	municipality of Switzerland	http://www.holderbank.ch/	Switzerland
Holderbank	https://www.govdirectory.org/switzerland/Q65856/	municipality of Switzerland	http://www.holderbank-so.ch/	Switzerland
Holziken	https://www.govdirectory.org/switzerland/Q65969/	municipality of Switzerland	https://www.holziken.ch/	Switzerland
Homberg	https://www.govdirectory.org/switzerland/Q69090/	municipality of Switzerland	https://www.homberg.ch/	Switzerland
Hombrechtikon	https://www.govdirectory.org/switzerland/Q69188/	municipality of Switzerland	http://www.hombrechtikon.ch/	Switzerland
Homburg	https://www.govdirectory.org/switzerland/Q67205/	municipality of Switzerland	http://www.homburg.ch/	Switzerland
Honau	https://www.govdirectory.org/switzerland/Q14569/	municipality of Switzerland	http://www.honau.ch/	Switzerland
Horgen	https://www.govdirectory.org/switzerland/Q68286/	municipality of Switzerland	http://www.horgen.ch/	Switzerland
Horn	https://www.govdirectory.org/switzerland/Q66195/	municipality of Switzerland	https://www.horn.ch/	Switzerland
Horrenbach-Buchen	https://www.govdirectory.org/switzerland/Q65500/	municipality of Switzerland	https://www.horrenbach-buchen.ch/	Switzerland
Horriwil	https://www.govdirectory.org/switzerland/Q67343/	municipality of Switzerland	http://www.horriwil.ch/	Switzerland
Horw	https://www.govdirectory.org/switzerland/Q14570/	municipality of Switzerland	http://www.horw.ch/	Switzerland
Hospental	https://www.govdirectory.org/switzerland/Q65681/	municipality of Switzerland	https://www.hospental.ch/	Switzerland
Hubersdorf	https://www.govdirectory.org/switzerland/Q66982/	municipality of Switzerland	http://www.hubersdorf.ch/	Switzerland
Hundwil	https://www.govdirectory.org/switzerland/Q69652/	municipality of Switzerland	https://www.hundwil.ch/	Switzerland
Hunzenschwil	https://www.govdirectory.org/switzerland/Q65696/	municipality of Switzerland	http://www.hunzenschwil.ch/	Switzerland
Huttwil	https://www.govdirectory.org/switzerland/Q69619/	municipality of Switzerland	https://www.huttwil.ch/	Switzerland
Häfelfingen	https://www.govdirectory.org/switzerland/Q65120/	municipality of Switzerland	http://www.haefelfingen.ch/	Switzerland
Hägendorf	https://www.govdirectory.org/switzerland/Q67184/	municipality of Switzerland	http://www.haegendorf.ch/	Switzerland
Häggenschwil	https://www.govdirectory.org/switzerland/Q66087/	municipality of Switzerland	http://www.haeggenschwil.ch/	Switzerland
Hägglingen	https://www.govdirectory.org/switzerland/Q65286/	municipality of Switzerland	http://www.haegglingen.ch/	Switzerland
Härkingen	https://www.govdirectory.org/switzerland/Q66399/	municipality of Switzerland	http://www.haerkingen.ch/	Switzerland
Häutligen	https://www.govdirectory.org/switzerland/Q67768/	municipality of Switzerland	https://www.haeutligen.ch/	Switzerland
Hérémence	https://www.govdirectory.org/switzerland/Q69553/	municipality of Switzerland	https://www.heremence.ch/	Switzerland
Höchstetten	https://www.govdirectory.org/switzerland/Q67792/	municipality of Switzerland	https://www.hoechstetten.ch/	Switzerland
Hölstein	https://www.govdirectory.org/switzerland/Q69020/	municipality of Switzerland	http://www.hoelstein.ch/	Switzerland
Höri	https://www.govdirectory.org/switzerland/Q70377/	municipality of Switzerland	http://www.hoeri.ch/	Switzerland
Hünenberg	https://www.govdirectory.org/switzerland/Q66256/	municipality of Switzerland	http://www.huenenberg.ch/	Switzerland
Hüniken	https://www.govdirectory.org/switzerland/Q67944/	municipality of Switzerland	http://www.hueniken.ch/	Switzerland
Hüntwangen	https://www.govdirectory.org/switzerland/Q69367/	municipality of Switzerland	https://www.huentwangen.ch/	Switzerland
Hüttikon	https://www.govdirectory.org/switzerland/Q65671/	municipality of Switzerland	http://www.huettikon.ch/	Switzerland
Hüttlingen	https://www.govdirectory.org/switzerland/Q65802/	municipality of Switzerland	http://www.huettlingen.ch/	Switzerland
Hüttwilen	https://www.govdirectory.org/switzerland/Q65826/	municipality of Switzerland	http://www.huettwilen.ch/	Switzerland
Icogne	https://www.govdirectory.org/switzerland/Q69535/	municipality of Switzerland	http://www.icogne.ch/	Switzerland
Iffwil	https://www.govdirectory.org/switzerland/Q67780/	municipality of Switzerland	https://www.iffwil.ch/	Switzerland
Ilanz/Glion	https://www.govdirectory.org/switzerland/Q15056824/	municipality of Switzerland	http://www.ilanz-glion.ch/	Switzerland
Illgau	https://www.govdirectory.org/switzerland/Q65453/	municipality of Switzerland	https://www.illgau.ch/	Switzerland
Illnau-Effretikon	https://www.govdirectory.org/switzerland/Q64873/	municipality of Switzerland	https://www.illnau-effretikon.ch/	Switzerland
Inden	https://www.govdirectory.org/switzerland/Q67789/	municipality of Switzerland	https://www.inden.ch/	Switzerland
Ingenbohl	https://www.govdirectory.org/switzerland/Q66330/	municipality of Switzerland	http://www.ingenbohl.ch/	Switzerland
Inkwil	https://www.govdirectory.org/switzerland/Q67646/	municipality of Switzerland	https://www.inkwil.ch/	Switzerland
Innerthal	https://www.govdirectory.org/switzerland/Q66234/	municipality of Switzerland	https://www.innerthal.ch/	Switzerland
Innertkirchen	https://www.govdirectory.org/switzerland/Q69231/	municipality of Switzerland	https://www.innertkirchen.ch/	Switzerland
Ins	https://www.govdirectory.org/switzerland/Q69487/	municipality of Switzerland	https://www.ins.ch/	Switzerland
Interlaken	https://www.govdirectory.org/switzerland/Q68103/	municipality of Switzerland	https://www.interlaken-gemeinde.ch/	Switzerland
Inwil	https://www.govdirectory.org/switzerland/Q7097/	municipality of Switzerland	http://www.inwil.ch/	Switzerland
Ipsach	https://www.govdirectory.org/switzerland/Q69460/	municipality of Switzerland	https://www.ipsach.ch/	Switzerland
Iseltwald	https://www.govdirectory.org/switzerland/Q64760/	municipality of Switzerland	https://www.iseltwald.ch/	Switzerland
Isenthal	https://www.govdirectory.org/switzerland/Q65573/	municipality of Switzerland	http://www.isenthal.ch/	Switzerland
Islisberg	https://www.govdirectory.org/switzerland/Q64929/	municipality of Switzerland	http://www.islisberg.ch/	Switzerland
Isone	https://www.govdirectory.org/switzerland/Q69804/	municipality of Switzerland	https://www.isone.ch/	Switzerland
Isérables	https://www.govdirectory.org/switzerland/Q69577/	municipality of Switzerland	https://iserables.ch/	Switzerland
Itingen	https://www.govdirectory.org/switzerland/Q66537/	municipality of Switzerland	https://www.itingen.ch/	Switzerland
Ittigen	https://www.govdirectory.org/switzerland/Q69690/	municipality of Switzerland	https://www.ittigen.ch/	Switzerland
Jaberg	https://www.govdirectory.org/switzerland/Q66585/	municipality of Switzerland	http://www.jaberg.ch/	Switzerland
Jaun	https://www.govdirectory.org/switzerland/Q66911/	municipality of Switzerland	https://www.jaun.ch/	Switzerland
Jegenstorf	https://www.govdirectory.org/switzerland/Q10341/	municipality of Switzerland	https://www.jegenstorf.ch/	Switzerland
Jenaz	https://www.govdirectory.org/switzerland/Q64555/	municipality of Switzerland	http://www.jenaz.ch/	Switzerland
Jenins	https://www.govdirectory.org/switzerland/Q65404/	municipality of Switzerland	https://www.jenins.ch/	Switzerland
Jens	https://www.govdirectory.org/switzerland/Q66943/	municipality of Switzerland	https://www.jens.ch/	Switzerland
Jonen	https://www.govdirectory.org/switzerland/Q64957/	municipality of Switzerland	https://www.jonen.ch/	Switzerland
Jongny	https://www.govdirectory.org/switzerland/Q69583/	municipality of Switzerland	http://www.jongny.ch/	Switzerland
Jonschwil	https://www.govdirectory.org/switzerland/Q65816/	municipality of Switzerland	http://www.jonschwil.ch/	Switzerland
Jorat-Menthue	https://www.govdirectory.org/switzerland/Q70701/	municipality of Switzerland	http://www.jorat-menthue.ch/	Switzerland
Jorat-Mézières	https://www.govdirectory.org/switzerland/Q19544878/	municipality of Switzerland	http://www.jorat-mezieres.ch/	Switzerland
Jouxtens-Mézery	https://www.govdirectory.org/switzerland/Q70243/	municipality of Switzerland	http://www.jouxtens-mezery.ch/	Switzerland
Juriens	https://www.govdirectory.org/switzerland/Q70490/	municipality of Switzerland	http://www.juriens.ch/	Switzerland
Jussy	https://www.govdirectory.org/switzerland/Q65538/	municipality of Switzerland	https://www.jussy.ch/	Switzerland
Kaiseraugst	https://www.govdirectory.org/switzerland/Q69048/	municipality of Switzerland	https://www.kaiseraugst.ch/	Switzerland
Kaisten	https://www.govdirectory.org/switzerland/Q67904/	municipality of Switzerland	https://www.kaisten.ch/	Switzerland
Kallern	https://www.govdirectory.org/switzerland/Q65052/	municipality of Switzerland	https://www.kallern.ch/	Switzerland
Kallnach	https://www.govdirectory.org/switzerland/Q66482/	municipality of Switzerland	https://www.kallnach.ch/	Switzerland
Kaltbrunn	https://www.govdirectory.org/switzerland/Q66786/	municipality of Switzerland	http://www.kaltbrunn.ch/	Switzerland
Kammersrohr	https://www.govdirectory.org/switzerland/Q67929/	municipality of Switzerland		Switzerland
Kandergrund	https://www.govdirectory.org/switzerland/Q65540/	municipality of Switzerland	https://www.kandergrund.ch/	Switzerland
Kandersteg	https://www.govdirectory.org/switzerland/Q66218/	municipality of Switzerland	https://www.gemeindekandersteg.ch/	Switzerland
Kappel	https://www.govdirectory.org/switzerland/Q65575/	municipality of Switzerland	https://www.kappel-so.ch/	Switzerland
Kappel am Albis	https://www.govdirectory.org/switzerland/Q64589/	municipality of Switzerland	http://www.kappel-am-albis.ch/	Switzerland
Kappelen	https://www.govdirectory.org/switzerland/Q65924/	municipality of Switzerland	https://www.kappelen.ch/	Switzerland
Kaufdorf	https://www.govdirectory.org/switzerland/Q66655/	municipality of Switzerland	https://www.kaufdorf.ch/	Switzerland
Kehrsatz	https://www.govdirectory.org/switzerland/Q68274/	municipality of Switzerland	https://www.kehrsatz.ch/	Switzerland
Kemmental	https://www.govdirectory.org/switzerland/Q65777/	municipality of Switzerland	https://www.kemmental.ch/	Switzerland
Kernenried	https://www.govdirectory.org/switzerland/Q67618/	municipality of Switzerland	https://www.kernenried.ch/	Switzerland
Kerns	https://www.govdirectory.org/switzerland/Q67159/	municipality of Switzerland	https://www.kerns.ch/	Switzerland
Kerzers	https://www.govdirectory.org/switzerland/Q69871/	municipality of Switzerland	https://www.kerzers.ch/	Switzerland
Kesswil	https://www.govdirectory.org/switzerland/Q69413/	municipality of Switzerland	http://www.kesswil.ch/	Switzerland
Kestenholz	https://www.govdirectory.org/switzerland/Q66084/	municipality of Switzerland	https://www.kestenholz.ch/	Switzerland
Kienberg	https://www.govdirectory.org/switzerland/Q64533/	municipality of Switzerland	http://www.kienberg.ch/	Switzerland
Kiesen	https://www.govdirectory.org/switzerland/Q66381/	municipality of Switzerland	https://www.kiesen.ch/	Switzerland
Kilchberg	https://www.govdirectory.org/switzerland/Q66633/	municipality of Switzerland	https://www.kilchberg.ch/	Switzerland
Kilchberg	https://www.govdirectory.org/switzerland/Q66811/	municipality of Switzerland	https://www.kilchberg-bl.ch/	Switzerland
Killwangen	https://www.govdirectory.org/switzerland/Q64547/	municipality of Switzerland	https://www.killwangen.ch/	Switzerland
Kippel	https://www.govdirectory.org/switzerland/Q67691/	municipality of Switzerland	https://www.kippel.ch/	Switzerland
Kirchberg	https://www.govdirectory.org/switzerland/Q66463/	municipality of Switzerland	https://www.kirchberg-be.ch/	Switzerland
Kirchberg	https://www.govdirectory.org/switzerland/Q64860/	municipality of Switzerland	http://www.kirchberg.ch/	Switzerland
Kirchdorf	https://www.govdirectory.org/switzerland/Q65895/	municipality of Switzerland	https://www.kirchdorf-be.ch/	Switzerland
Kirchleerau	https://www.govdirectory.org/switzerland/Q64453/	municipality of Switzerland	http://www.kirchleerau.ch/	Switzerland
Kirchlindach	https://www.govdirectory.org/switzerland/Q69688/	municipality of Switzerland	https://www.kirchlindach.ch/	Switzerland
