Name	Govdirectory URL	Type	Website	source_file
Gries im Sellrain	https://www.govdirectory.org/austria/Q681654/	municipality of Austria	http://www.gries-im-sellrain.tirol.gv.at/	Austria
Grieskirchen	https://www.govdirectory.org/austria/Q256996/	municipality of Austria	http://www.grieskirchen.at/	Austria
Griffen	https://www.govdirectory.org/austria/Q696964/	municipality of Austria	http://www.griffen.at/	Austria
Grimmenstein	https://www.govdirectory.org/austria/Q676179/	municipality of Austria	http://www.grimmenstein.gv.at/	Austria
Grins	https://www.govdirectory.org/austria/Q684996/	municipality of Austria	http://www.grins.tirol.gv.at/	Austria
Grinzens	https://www.govdirectory.org/austria/Q288102/	municipality of Austria	http://www.grinzens.tirol.gv.at/	Austria
Grossarl	https://www.govdirectory.org/austria/Q700457/	municipality of Austria	http://www.gemeindegrossarl.at/	Austria
Groß Gerungs	https://www.govdirectory.org/austria/Q663079/	municipality of Austria	http://www.gerungs.at/	Austria
Groß Sankt Florian	https://www.govdirectory.org/austria/Q666739/	municipality of Austria	http://www.gross-st-florian.at/	Austria
Groß-Enzersdorf	https://www.govdirectory.org/austria/Q871555/	municipality of Austria	http://www.grossenzersdorf.at/	Austria
Groß-Schweinbarth	https://www.govdirectory.org/austria/Q667723/	municipality of Austria	http://www.gross-schweinbarth.at/	Austria
Groß-Siegharts	https://www.govdirectory.org/austria/Q661891/	municipality of Austria	http://www.siegharts.at/	Austria
Großdietmanns	https://www.govdirectory.org/austria/Q678134/	municipality of Austria	http://www.grossdietmanns.gv.at/	Austria
Großebersdorf	https://www.govdirectory.org/austria/Q123416/	municipality of Austria	http://www.grossebersdorf.at/	Austria
Großengersdorf	https://www.govdirectory.org/austria/Q666150/	municipality of Austria	http://www.gde.grossengersdorf.com/	Austria
Großgmain	https://www.govdirectory.org/austria/Q251254/	municipality of Austria	http://www.grossgmain.at/	Austria
Großgöttfritz	https://www.govdirectory.org/austria/Q665601/	municipality of Austria	http://www.grossgoettfritz.at/	Austria
Großharras	https://www.govdirectory.org/austria/Q666188/	municipality of Austria	http://www.grossharras.gv.at/	Austria
Großhofen	https://www.govdirectory.org/austria/Q685041/	municipality of Austria		Austria
Großhöflein	https://www.govdirectory.org/austria/Q597691/	municipality of Austria	http://www.grosshoeflein.at/	Austria
Großkirchheim	https://www.govdirectory.org/austria/Q664412/	municipality of Austria	http://www.riskommunal.at/grosskirchheim/	Austria
Großklein	https://www.govdirectory.org/austria/Q696181/	municipality of Austria	http://www.grossklein.gv.at/	Austria
Großkrut	https://www.govdirectory.org/austria/Q666540/	municipality of Austria	http://www.grosskrut.at/	Austria
Großmugl	https://www.govdirectory.org/austria/Q686289/	municipality of Austria	http://www.grossmugl.at/	Austria
Großmürbisch	https://www.govdirectory.org/austria/Q661362/	municipality of Austria	http://www.grossmuerbisch.at/	Austria
Großpetersdorf	https://www.govdirectory.org/austria/Q662731/	municipality of Austria	http://www.grosspetersdorf.at/	Austria
Großraming	https://www.govdirectory.org/austria/Q682248/	municipality of Austria	http://www.grossraming.at/	Austria
Großriedenthal	https://www.govdirectory.org/austria/Q675286/	municipality of Austria	http://www.grossriedenthal.at/	Austria
Großrußbach	https://www.govdirectory.org/austria/Q674992/	municipality of Austria	http://www.grossrussbach.at/	Austria
Großschönau	https://www.govdirectory.org/austria/Q666656/	municipality of Austria	http://www.grossschoenau.gv.at/	Austria
Großsteinbach	https://www.govdirectory.org/austria/Q587629/	municipality of Austria	http://www.gemeinde-grosssteinbach.at/gde_grosssteinbach/index.php	Austria
Großwarasdorf	https://www.govdirectory.org/austria/Q639494/	municipality of Austria	http://www.grosswarasdorf.at/	Austria
Großweikersdorf	https://www.govdirectory.org/austria/Q674215/	municipality of Austria	http://www.grossweikersdorf.at/	Austria
Großwilfersdorf	https://www.govdirectory.org/austria/Q687781/	municipality of Austria	http://www.grosswilfersdorf.steiermark.at/	Austria
Grundlsee	https://www.govdirectory.org/austria/Q700571/	municipality of Austria	http://www.grundlsee.at/	Austria
Grän	https://www.govdirectory.org/austria/Q700654/	municipality of Austria	http://www2.riskommunal.net/graen/	Austria
Gröbming	https://www.govdirectory.org/austria/Q700597/	municipality of Austria	https://www.groebming.at/	Austria
Grödig	https://www.govdirectory.org/austria/Q257324/	municipality of Austria	http://www.groedig.gv.at/	Austria
Grünau im Almtal	https://www.govdirectory.org/austria/Q662096/	municipality of Austria	http://www.gruenau.at/	Austria
Grünbach	https://www.govdirectory.org/austria/Q167213/	municipality of Austria	http://www.gruenbach.at/	Austria
Grünbach am Schneeberg	https://www.govdirectory.org/austria/Q871501/	municipality of Austria	https://www.gruenbach-schneeberg.gv.at/	Austria
Grünburg	https://www.govdirectory.org/austria/Q668663/	municipality of Austria	http://www.gruenburg.at/	Austria
Gschnitz	https://www.govdirectory.org/austria/Q681709/	municipality of Austria	https://www.gschnitz.tirol.gv.at/	Austria
Gschwandt	https://www.govdirectory.org/austria/Q662110/	municipality of Austria	http://www.gschwandt.at/	Austria
Gumpoldskirchen	https://www.govdirectory.org/austria/Q337827/	municipality of Austria	http://www.gumpoldskirchen.at/	Austria
Gunskirchen	https://www.govdirectory.org/austria/Q688534/	municipality of Austria	http://www.gunskirchen.com/	Austria
Guntersdorf	https://www.govdirectory.org/austria/Q666310/	municipality of Austria	http://www.guntersdorf.at/	Austria
Guntramsdorf	https://www.govdirectory.org/austria/Q661877/	municipality of Austria	http://www.guntramsdorf.at/	Austria
Gurk	https://www.govdirectory.org/austria/Q662048/	municipality of Austria	https://gurk.at/	Austria
Gurten, Upper Austria	https://www.govdirectory.org/austria/Q695242/	municipality of Austria	http://www.gemeinde-gurten.at/	Austria
Gutau	https://www.govdirectory.org/austria/Q683136/	municipality of Austria	http://www.gutau.at/	Austria
Gutenberg	https://www.govdirectory.org/austria/Q18624891/	municipality of Austria	http://www.gutenberg-stenzengreith.gv.at/	Austria
Gutenbrunn	https://www.govdirectory.org/austria/Q691620/	municipality of Austria	http://www.gutenbrunn.at/	Austria
Gutenstein	https://www.govdirectory.org/austria/Q663658/	municipality of Austria	http://www.gutenstein.at/	Austria
Guttaring	https://www.govdirectory.org/austria/Q669323/	municipality of Austria	http://www.guttaring.at/	Austria
Gänserndorf	https://www.govdirectory.org/austria/Q259579/	municipality of Austria	http://www.gaenserndorf.at/	Austria
Göfis	https://www.govdirectory.org/austria/Q729377/	municipality of Austria	http://www.goefis.at/	Austria
Göllersdorf	https://www.govdirectory.org/austria/Q661931/	municipality of Austria	http://www.goellersdorf.at/	Austria
Göming	https://www.govdirectory.org/austria/Q701147/	municipality of Austria	http://www.goeming.at/	Austria
Göpfritz an der Wild	https://www.govdirectory.org/austria/Q673743/	municipality of Austria	http://www.goepfritz-wild.gv.at/	Austria
Göriach	https://www.govdirectory.org/austria/Q667523/	municipality of Austria	http://www.gemeinde-goeriach.at/	Austria
Gössendorf	https://www.govdirectory.org/austria/Q696992/	municipality of Austria	http://www.goessendorf.com/	Austria
Göstling an der Ybbs	https://www.govdirectory.org/austria/Q427008/	municipality of Austria	http://www.goestling.com/	Austria
Göttlesbrunn-Arbesthal	https://www.govdirectory.org/austria/Q677119/	municipality of Austria	https://www.goettlesbrunn-arbesthal.gv.at/	Austria
Götzendorf an der Leitha	https://www.govdirectory.org/austria/Q677412/	municipality of Austria	http://www.goetzendorf.at/	Austria
Götzens	https://www.govdirectory.org/austria/Q667639/	municipality of Austria	http://www.goetzens.tirol.gv.at/	Austria
Götzis	https://www.govdirectory.org/austria/Q698573/	municipality of Austria	http://www.goetzis.at/	Austria
Günselsdorf	https://www.govdirectory.org/austria/Q700294/	municipality of Austria	http://www.guenselsdorf.at/	Austria
Güssing	https://www.govdirectory.org/austria/Q279823/	municipality of Austria	http://www.gussing.at/	Austria
Güttenbach	https://www.govdirectory.org/austria/Q661097/	municipality of Austria	http://www.guettenbach.at/front_content.php	Austria
Haag	https://www.govdirectory.org/austria/Q255534/	municipality of Austria	http://www.haag.gv.at/	Austria
Haag am Hausruck	https://www.govdirectory.org/austria/Q669595/	municipality of Austria	http://www.haag-hausruck.at/	Austria
Hackerberg	https://www.govdirectory.org/austria/Q372167/	municipality of Austria	http://www.hackerberg.at/	Austria
Hadersdorf-Kammern	https://www.govdirectory.org/austria/Q648067/	municipality of Austria	http://www.hadersdorf-kammern.gv.at/	Austria
Hadres	https://www.govdirectory.org/austria/Q670815/	municipality of Austria	http://www.hadres.at/	Austria
Hafnerbach	https://www.govdirectory.org/austria/Q675054/	municipality of Austria	http://www.hafnerbach.gv.at/	Austria
Hagenberg im Mühlkreis	https://www.govdirectory.org/austria/Q242020/	municipality of Austria	http://www.hagenberg.ooe.gv.at/	Austria
Hagenbrunn	https://www.govdirectory.org/austria/Q676376/	municipality of Austria	http://www.hagenbrunn.at/	Austria
Haibach im Mühlkreis	https://www.govdirectory.org/austria/Q679208/	municipality of Austria	http://www.haibach.at/	Austria
Haibach ob der Donau	https://www.govdirectory.org/austria/Q665209/	municipality of Austria	http://www.haibach-donau.at/	Austria
Haidershofen	https://www.govdirectory.org/austria/Q673952/	municipality of Austria	http://www.haidershofen.gv.at/	Austria
Haigermoos	https://www.govdirectory.org/austria/Q669447/	municipality of Austria	http://www.haigermoos.at/	Austria
Haiming	https://www.govdirectory.org/austria/Q696161/	municipality of Austria	http://www.haiming.tirol.gv.at/	Austria
Hainburg an der Donau	https://www.govdirectory.org/austria/Q752107/	municipality of Austria	http://www.hainburg.at/	Austria
Hainfeld	https://www.govdirectory.org/austria/Q671275/	municipality of Austria	http://www.hainfeld.at/	Austria
Hainzenberg	https://www.govdirectory.org/austria/Q694006/	municipality of Austria	http://www.hainzenberg.tirol.gv.at/	Austria
Halbenrain	https://www.govdirectory.org/austria/Q669529/	municipality of Austria	http://www.halbenrain.gv.at/	Austria
Halbturn	https://www.govdirectory.org/austria/Q662292/	municipality of Austria	http://www.halbturn.at/	Austria
Hall in Tirol	https://www.govdirectory.org/austria/Q302745/	municipality of Austria	http://www.hall-in-tirol.at/	Austria
Hallein	https://www.govdirectory.org/austria/Q255684/	municipality of Austria	http://www.hallein.gv.at/	Austria
Hallstatt	https://www.govdirectory.org/austria/Q131633/	municipality of Austria	https://www.hallstatt.ooe.gv.at/	Austria
Hallwang	https://www.govdirectory.org/austria/Q264843/	municipality of Austria	http://www.hallwang.salzburg.at/	Austria
Handenberg	https://www.govdirectory.org/austria/Q668995/	municipality of Austria	http://www.handenberg.ooe.gv.at/	Austria
Hannersdorf	https://www.govdirectory.org/austria/Q603093/	municipality of Austria	http://www.hannersdorf.at/	Austria
Hard	https://www.govdirectory.org/austria/Q699612/	municipality of Austria	http://www.hard.at/	Austria
Hardegg	https://www.govdirectory.org/austria/Q524727/	municipality of Austria	http://www.hardegg.gv.at/	Austria
Hargelsberg	https://www.govdirectory.org/austria/Q670889/	municipality of Austria	http://www.hargelsberg.ooe.gv.at/	Austria
Haringsee	https://www.govdirectory.org/austria/Q683148/	municipality of Austria	http://www.haringsee.at/	Austria
Harmannsdorf	https://www.govdirectory.org/austria/Q676607/	municipality of Austria	https://www.harmannsdorf.gv.at/	Austria
Hart bei Graz	https://www.govdirectory.org/austria/Q689675/	municipality of Austria	http://www.hartbeigraz.at/	Austria
Hart im Zillertal	https://www.govdirectory.org/austria/Q681882/	municipality of Austria	http://www.gemeinde-hart.com/	Austria
Hartberg	https://www.govdirectory.org/austria/Q368598/	municipality of Austria	http://www.hartberg.at/	Austria
Hartberg Umgebung	https://www.govdirectory.org/austria/Q187529/	municipality of Austria	http://www.hartberg-umgebung.at/	Austria
Hartkirchen	https://www.govdirectory.org/austria/Q664682/	municipality of Austria	http://www.hartkirchen.ooe.gv.at/	Austria
Hartl	https://www.govdirectory.org/austria/Q688735/	municipality of Austria	https://www.hartl.gv.at/	Austria
Haselsdorf-Tobelbad	https://www.govdirectory.org/austria/Q695450/	municipality of Austria	http://www.haselsdorf-tobelbad.at/	Austria
Haslach an der Mühl	https://www.govdirectory.org/austria/Q693756/	municipality of Austria	http://www.haslach.at/	Austria
Haslau-Maria Ellend	https://www.govdirectory.org/austria/Q678006/	municipality of Austria	http://www.haslau-mariaellend.gv.at/	Austria
Hatting	https://www.govdirectory.org/austria/Q684390/	municipality of Austria	http://www.hatting.at/	Austria
Haugschlag	https://www.govdirectory.org/austria/Q678232/	municipality of Austria	http://www.haugschlag.at/	Austria
Haugsdorf	https://www.govdirectory.org/austria/Q676905/	municipality of Austria	http://www.haugsdorf.at/	Austria
Haunoldstein	https://www.govdirectory.org/austria/Q222343/	municipality of Austria	http://www.haunoldstein.at/	Austria
Haus	https://www.govdirectory.org/austria/Q666283/	municipality of Austria	http://www.haus.at/	Austria
Hausbrunn	https://www.govdirectory.org/austria/Q666218/	municipality of Austria	http://www.hausbrunn.at/	Austria
Hauskirchen	https://www.govdirectory.org/austria/Q678087/	municipality of Austria	http://www.hauskirchen.gv.at/	Austria
Hausleiten	https://www.govdirectory.org/austria/Q691586/	municipality of Austria	http://www.hausleiten.gv.at/	Austria
Hausmannstätten	https://www.govdirectory.org/austria/Q695447/	municipality of Austria	http://www.hausmannstaetten.at/	Austria
Heidenreichstein	https://www.govdirectory.org/austria/Q661800/	municipality of Austria	http://www.heidenreichstein.gv.at/	Austria
Heiligenberg	https://www.govdirectory.org/austria/Q678719/	municipality of Austria	http://www.heiligenberg.ooe.gv.at/	Austria
Heiligenblut	https://www.govdirectory.org/austria/Q875812/	municipality of Austria	http://www.heiligenblut.at/	Austria
Heiligenbrunn	https://www.govdirectory.org/austria/Q267689/	municipality of Austria	http://www.heiligenbrunn.at/	Austria
Heiligenkreuz	https://www.govdirectory.org/austria/Q665159/	municipality of Austria	http://www.heiligenkreuz.at/	Austria
Heiligenkreuz am Waasen	https://www.govdirectory.org/austria/Q696102/	municipality of Austria	http://www.heiligenkreuz-waasen.gv.at/	Austria
Heiligenkreuz im Lafnitztal	https://www.govdirectory.org/austria/Q662219/	municipality of Austria	http://www.heiligenkreuz-lafnitztal.at/	Austria
Heimschuh	https://www.govdirectory.org/austria/Q695940/	municipality of Austria	https://www.heimschuh.at/	Austria
Heinfels	https://www.govdirectory.org/austria/Q690211/	municipality of Austria	http://www.heinfels.at/	Austria
Heiterwang	https://www.govdirectory.org/austria/Q694011/	municipality of Austria	http://www.heiterwang.tirol.gv.at/	Austria
Heldenberg	https://www.govdirectory.org/austria/Q676890/	municipality of Austria	http://www.heldenberg.gv.at/	Austria
Helfenberg	https://www.govdirectory.org/austria/Q679532/	municipality of Austria	http://www.helfenberg.at/	Austria
Hellmonsödt	https://www.govdirectory.org/austria/Q693541/	municipality of Austria	http://www.hellmonsoedt.at/	Austria
Helpfau-Uttendorf	https://www.govdirectory.org/austria/Q683188/	municipality of Austria	https://www.helpfau-uttendorf.at/	Austria
Hengsberg	https://www.govdirectory.org/austria/Q695443/	municipality of Austria	http://www.hengsberg.at/	Austria
Henndorf am Wallersee	https://www.govdirectory.org/austria/Q264311/	municipality of Austria	http://www.henndorf.at/	Austria
Hennersdorf	https://www.govdirectory.org/austria/Q666491/	municipality of Austria	http://www.gemeinde-hennersdorf.at/	Austria
Hermagor-Pressegger See	https://www.govdirectory.org/austria/Q672649/	municipality of Austria	http://www.hermagor.at/	Austria
Hernstein	https://www.govdirectory.org/austria/Q687283/	municipality of Austria	https://www.hernstein.gv.at/	Austria
Herrnbaumgarten	https://www.govdirectory.org/austria/Q666332/	municipality of Austria	http://www.herrnbaumgarten.at/	Austria
Herzogenburg	https://www.govdirectory.org/austria/Q673183/	municipality of Austria	https://www.herzogenburg.at/	Austria
Herzogsdorf	https://www.govdirectory.org/austria/Q679190/	municipality of Austria	http://www.herzogsdorf.at/	Austria
Heugraben	https://www.govdirectory.org/austria/Q597123/	municipality of Austria	http://www.heugraben.at/	Austria
Himberg	https://www.govdirectory.org/austria/Q673406/	municipality of Austria	http://www.gemeinde-himberg.at/	Austria
Himmelberg	https://www.govdirectory.org/austria/Q693010/	municipality of Austria	http://www.himmelberg.at/	Austria
Hinterbrühl	https://www.govdirectory.org/austria/Q664735/	municipality of Austria	https://www.hinterbruehl.gv.at/	Austria
Hinterhornbach	https://www.govdirectory.org/austria/Q692030/	municipality of Austria	https://hinterhornbach-lechtal.at/	Austria
Hintersee	https://www.govdirectory.org/austria/Q701169/	municipality of Austria	http://www.hintersee.salzburg.at/	Austria
Hinterstoder	https://www.govdirectory.org/austria/Q663213/	municipality of Austria	http://www.hinterstoder.ooe.gv.at/	Austria
Hinzenbach	https://www.govdirectory.org/austria/Q669312/	municipality of Austria	http://www.hinzenbach.at/	Austria
Hippach	https://www.govdirectory.org/austria/Q687359/	municipality of Austria	http://www.gemeinde-hippach.at/	Austria
Hirm	https://www.govdirectory.org/austria/Q286442/	municipality of Austria	http://www.gemeinde-hirm.at/	Austria
Hirschbach	https://www.govdirectory.org/austria/Q666750/	municipality of Austria	http://www.hirschbach.gv.at/	Austria
Hirschbach im Mühlkreis	https://www.govdirectory.org/austria/Q669299/	municipality of Austria	http://www.hirschbach.at/	Austria
Hirschegg-Pack	https://www.govdirectory.org/austria/Q18625672/	municipality of Austria	http://www.hirschegg-pack.at/	Austria
Hirtenberg	https://www.govdirectory.org/austria/Q687402/	municipality of Austria	http://www.hirtenberg.at/	Austria
Hittisau	https://www.govdirectory.org/austria/Q701026/	municipality of Austria	https://www.hittisau.at/	Austria
Hitzendorf	https://www.govdirectory.org/austria/Q696264/	municipality of Austria	http://www.hitzendorf.at/	Austria
Hochburg-Ach	https://www.govdirectory.org/austria/Q671323/	municipality of Austria	http://www.hochburg-ach.at/	Austria
Hochfilzen	https://www.govdirectory.org/austria/Q511701/	municipality of Austria	https://www.hochfilzen.tirol.gv.at/	Austria
Hochleithen	https://www.govdirectory.org/austria/Q665986/	municipality of Austria	http://www.hochleithen.at/	Austria
Hochneukirchen-Gschaidt	https://www.govdirectory.org/austria/Q687384/	municipality of Austria	http://www.hochneukirchen-gschaidt.at/	Austria
Hochwolkersdorf	https://www.govdirectory.org/austria/Q674323/	municipality of Austria	http://www.hochwolkersdorf.at/	Austria
Hof am Leithaberge	https://www.govdirectory.org/austria/Q678408/	municipality of Austria	http://www.hof-leithaberge.gv.at/	Austria
Hof bei Salzburg	https://www.govdirectory.org/austria/Q568871/	municipality of Austria	http://www.hofonline.at/	Austria
Hofamt Priel	https://www.govdirectory.org/austria/Q676547/	municipality of Austria	http://www.hofamtpriel.at/	Austria
Hofkirchen an der Trattnach	https://www.govdirectory.org/austria/Q688688/	municipality of Austria	http://www.hofkirchen-trattnach.at/	Austria
Hofkirchen im Mühlkreis	https://www.govdirectory.org/austria/Q693743/	municipality of Austria	http://www.hofkirchen.at/	Austria
Hofkirchen im Traunkreis	https://www.govdirectory.org/austria/Q339705/	municipality of Austria	http://www.hofkirchen.info/	Austria
Hofstetten-Grünau	https://www.govdirectory.org/austria/Q674830/	municipality of Austria	http://www.hofstetten-gruenau.at/	Austria
Hofstätten an der Raab	https://www.govdirectory.org/austria/Q428737/	municipality of Austria	http://www.hofstaetten.at/	Austria
Hohe Wand	https://www.govdirectory.org/austria/Q673355/	municipality of Austria	http://www.hohewand.net/	Austria
Hohenau an der March	https://www.govdirectory.org/austria/Q660761/	municipality of Austria	http://www.hohenau-march.at/	Austria
Hohenberg	https://www.govdirectory.org/austria/Q675160/	municipality of Austria	http://www.hohenberg.gv.at/	Austria
Hoheneich	https://www.govdirectory.org/austria/Q677279/	municipality of Austria	http://www.hoheneich.at/	Austria
Hohenems	https://www.govdirectory.org/austria/Q698591/	municipality of Austria	https://www.hohenems.at/	Austria
Hohenruppersdorf	https://www.govdirectory.org/austria/Q426328/	municipality of Austria	http://www.hohenruppersdorf.gv.at/	Austria
Hohentauern	https://www.govdirectory.org/austria/Q665811/	municipality of Austria	http://www.hohentauern.at/	Austria
Hohenthurn	https://www.govdirectory.org/austria/Q660601/	municipality of Austria	http://www.hohenthurn.gv.at/	Austria
Hohenwarth-Mühlbach am Manhartsberg	https://www.govdirectory.org/austria/Q677087/	municipality of Austria	https://www.hohenwarth-muehlbach.at/	Austria
Hohenweiler	https://www.govdirectory.org/austria/Q701004/	municipality of Austria	https://www.hohenweiler.at/	Austria
Hohenzell	https://www.govdirectory.org/austria/Q682159/	municipality of Austria	http://www.hohenzell.at/	Austria
Hollabrunn	https://www.govdirectory.org/austria/Q624352/	municipality of Austria	http://www.hollabrunn.gv.at/	Austria
Hollenstein an der Ybbs	https://www.govdirectory.org/austria/Q674059/	municipality of Austria	http://www.hollenstein-ybbs.gv.at/	Austria
Hollenthon	https://www.govdirectory.org/austria/Q674108/	municipality of Austria	http://www.hollenthon.at/	Austria
Hollersbach im Pinzgau	https://www.govdirectory.org/austria/Q281568/	municipality of Austria	http://www.hollersbach.salzburg.at/	Austria
Holzgau	https://www.govdirectory.org/austria/Q692512/	municipality of Austria	http://www.holzgau.tirol.gv.at/	Austria
Holzhausen	https://www.govdirectory.org/austria/Q677484/	municipality of Austria	http://www.gemeinde-holzhausen.at/	Austria
Hopfgarten im Brixental	https://www.govdirectory.org/austria/Q675939/	municipality of Austria	http://www.hopfgarten.tirol.gv.at/	Austria
Hopfgarten in Defereggen	https://www.govdirectory.org/austria/Q690764/	municipality of Austria	http://www.innervillgraten.at/	Austria
Horitschon	https://www.govdirectory.org/austria/Q579177/	municipality of Austria	http://www.horitschon.at/	Austria
Horn	https://www.govdirectory.org/austria/Q659918/	municipality of Austria	http://www.horn.gv.at/	Austria
Hornstein	https://www.govdirectory.org/austria/Q662512/	municipality of Austria	https://www.hornstein.at/	Austria
Hundsheim	https://www.govdirectory.org/austria/Q678044/	municipality of Austria	http://www.hundsheim.at/	Austria
Häselgehr	https://www.govdirectory.org/austria/Q681642/	municipality of Austria	http://www.haeselgehr.tirol.gv.at/	Austria
Höchst	https://www.govdirectory.org/austria/Q700680/	municipality of Austria	http://www.hoechst.at/	Austria
Höfen	https://www.govdirectory.org/austria/Q691955/	municipality of Austria	http://www.hoefen.gv.at/	Austria
Höflein	https://www.govdirectory.org/austria/Q677992/	municipality of Austria	http://www.hoeflein.gv.at/	Austria
Höflein an der Hohen Wand	https://www.govdirectory.org/austria/Q668792/	municipality of Austria	http://www.hoeflein.com/	Austria
Höhnhart	https://www.govdirectory.org/austria/Q669870/	municipality of Austria	https://www.hoehnhart.ooe.gv.at/	Austria
Hörbich	https://www.govdirectory.org/austria/Q696197/	municipality of Austria	http://www.hoerbich.ooe.gv.at/	Austria
Hörbranz	https://www.govdirectory.org/austria/Q261132/	municipality of Austria	http://www.hoerbranz.at/	Austria
Hörsching	https://www.govdirectory.org/austria/Q675816/	municipality of Austria	http://www.hoersching.at/	Austria
Hürm	https://www.govdirectory.org/austria/Q675212/	municipality of Austria	http://www.huerm.gv.at/	Austria
Hüttau	https://www.govdirectory.org/austria/Q253726/	municipality of Austria	http://www.huettau.at/	Austria
Hüttenberg	https://www.govdirectory.org/austria/Q661966/	municipality of Austria	http://www.huettenberg.at/	Austria
Hüttschlag	https://www.govdirectory.org/austria/Q254591/	municipality of Austria	http://www.gemeindehuettschlag.at/	Austria
Illmitz	https://www.govdirectory.org/austria/Q663981/	municipality of Austria	http://www.illmitz.co.at/	Austria
Ilz	https://www.govdirectory.org/austria/Q302589/	municipality of Austria	https://www.ilz.at/	Austria
Ilztal	https://www.govdirectory.org/austria/Q696084/	municipality of Austria	http://www.ilztal.steiermark.at/	Austria
Imst	https://www.govdirectory.org/austria/Q254107/	municipality of Austria	http://www.imst.tirol.gv.at/	Austria
Imsterberg	https://www.govdirectory.org/austria/Q511362/	municipality of Austria	http://www.imsterberg.tirol.gv.at/	Austria
Innerbraz	https://www.govdirectory.org/austria/Q533326/	municipality of Austria	http://www.innerbraz.at/	Austria
Innerschwand am Mondsee	https://www.govdirectory.org/austria/Q871472/	municipality of Austria	http://www.innerschwand.at/	Austria
Innervillgraten	https://www.govdirectory.org/austria/Q186144/	municipality of Austria	http://www.innervillgraten.at/	Austria
Innsbruck	https://www.govdirectory.org/austria/Q1735/	municipality of Austria	https://www.innsbruck.at/	Austria
Inzenhof	https://www.govdirectory.org/austria/Q663441/	municipality of Austria	http://www.inzenhof.at/	Austria
Inzersdorf im Kremstal	https://www.govdirectory.org/austria/Q666807/	municipality of Austria	http://www.inzersdorf.ooe.gv.at/	Austria
Inzersdorf-Getzersdorf	https://www.govdirectory.org/austria/Q876310/	municipality of Austria	http://www.inzersdorf-getzersdorf.gv.at/	Austria
Inzing	https://www.govdirectory.org/austria/Q667585/	municipality of Austria	http://www.inzing.tirol.gv.at/	Austria
Irdning-Donnersbachtal	https://www.govdirectory.org/austria/Q18626044/	municipality of Austria	http://www.irdning-donnersbachtal.at/	Austria
Irnfritz-Messern	https://www.govdirectory.org/austria/Q666324/	municipality of Austria	https://www.irnfritz.at/	Austria
Irschen	https://www.govdirectory.org/austria/Q692681/	municipality of Austria	http://www.irschen.at/	Austria
Ischgl	https://www.govdirectory.org/austria/Q664330/	municipality of Austria	https://www.ischgl.tirol.gv.at/	Austria
Iselsberg-Stronach	https://www.govdirectory.org/austria/Q547880/	municipality of Austria	http://www.iselsberg-stronach.at/	Austria
Itter	https://www.govdirectory.org/austria/Q681724/	municipality of Austria	http://www2.riskommunal.net/itter/	Austria
Jabing	https://www.govdirectory.org/austria/Q533564/	municipality of Austria	http://www.gemeinde-jabing.at/	Austria
Jagerberg	https://www.govdirectory.org/austria/Q696414/	municipality of Austria	http://www.jagerberg.info/	Austria
Jaidhof	https://www.govdirectory.org/austria/Q676486/	municipality of Austria	http://www.jaidhof.gv.at/	Austria
Japons	https://www.govdirectory.org/austria/Q677002/	municipality of Austria	http://www.japons.at/	Austria
Jedenspeigen	https://www.govdirectory.org/austria/Q678192/	municipality of Austria	http://www.jedenspeigen.at/	Austria
Jeging	https://www.govdirectory.org/austria/Q643279/	municipality of Austria	http://www.jeging.at/	Austria
Jenbach	https://www.govdirectory.org/austria/Q668227/	municipality of Austria	http://www.jenbach.at/	Austria
Jennersdorf	https://www.govdirectory.org/austria/Q660491/	municipality of Austria	http://www.jennersdorf.eu/	Austria
Jerzens	https://www.govdirectory.org/austria/Q693970/	municipality of Austria	http://www.jerzens.tirol.gv.at/	Austria
Jochberg	https://www.govdirectory.org/austria/Q691877/	municipality of Austria	http://www.jochberg.tirol.gv.at/	Austria
Jois	https://www.govdirectory.org/austria/Q668135/	municipality of Austria	http://www.jois.at/	Austria
Judenau-Baumgarten	https://www.govdirectory.org/austria/Q665480/	municipality of Austria	http://www.judenau-baumgarten.at/	Austria
Judenburg	https://www.govdirectory.org/austria/Q263107/	municipality of Austria	http://www.judenburg.at/	Austria
Julbach	https://www.govdirectory.org/austria/Q693810/	municipality of Austria	http://www.julbach.ooe.gv.at/	Austria
Jungholz	https://www.govdirectory.org/austria/Q699621/	municipality of Austria	http://www.jungholz.tirol.gv.at/	Austria
Kainach bei Voitsberg	https://www.govdirectory.org/austria/Q695918/	municipality of Austria	https://www.kainach.at/	Austria
Kainbach bei Graz	https://www.govdirectory.org/austria/Q696255/	municipality of Austria	http://www.kainbach.steiermark.at/	Austria
Kaindorf	https://www.govdirectory.org/austria/Q688721/	municipality of Austria	http://www.markt-kaindorf.at/	Austria
Kaisers	https://www.govdirectory.org/austria/Q692527/	municipality of Austria	https://kaisers-lechtal.at/	Austria
Kaisersdorf	https://www.govdirectory.org/austria/Q174150/	municipality of Austria	http://www.kaisersdorf.com/	Austria
Kallham	https://www.govdirectory.org/austria/Q687306/	municipality of Austria	http://www.kallham.ooe.gv.at/	Austria
Kals am Großglockner	https://www.govdirectory.org/austria/Q697575/	municipality of Austria	http://www.kals.at/	Austria
Kalsdorf bei Graz	https://www.govdirectory.org/austria/Q700550/	municipality of Austria	http://www.kalsdorf-graz.at/	Austria
