"Name"	"Govdirectory URL"	"Type"	"Website"
""Naledi Local Municipality"	"https://www.govdirectory.org/south-africa/Q775608/"	"local municipality"	"http://www.naledilm.co.za/"
""Okhahlamba Local Municipality"	"https://www.govdirectory.org/south-africa/Q775825/"	"local municipality"	""
""Renosterberg Local Municipality"	"https://www.govdirectory.org/south-africa/Q781995/"	"local municipality"	""
""Ubuhlebezwe Local Municipality"	"https://www.govdirectory.org/south-africa/Q786096/"	"local municipality"	""
""Ba-Phalaborwa Local Municipality"	"https://www.govdirectory.org/south-africa/Q797426/"	"local municipality"	"http://www.ba-phalaborwa.gov.za/"
""Beaufort West Local Municipality"	"https://www.govdirectory.org/south-africa/Q813381/"	"local municipality"	"http://www.beaufortwestmun.co.za/"
""Bela-Bela Local Municipality"	"https://www.govdirectory.org/south-africa/Q815084/"	"local municipality"	"http://www.belabela.gov.za/"
""Bergrivier Local Municipality"	"https://www.govdirectory.org/south-africa/Q820158/"	"local municipality"	""
""Joe Morolong Local Municipality"	"https://www.govdirectory.org/south-africa/Q859983/"	"local municipality"	""
""Bitou Local Municipality"	"https://www.govdirectory.org/south-africa/Q878862/"	"local municipality"	""
""Blouberg Local Municipality"	"https://www.govdirectory.org/south-africa/Q885465/"	"local municipality"	"http://www.blouberg.gov.za/"
""Blue Crane Route Local Municipality"	"https://www.govdirectory.org/south-africa/Q885667/"	"local municipality"	""
""Breede Valley Local Municipality"	"https://www.govdirectory.org/south-africa/Q905003/"	"local municipality"	""
""Mafube Local Municipality"	"https://www.govdirectory.org/south-africa/Q922256/"	"local municipality"	"http://www.mafube.org/"
""Nongoma Local Municipality"	"https://www.govdirectory.org/south-africa/Q925168/"	"local municipality"	""
""Siyathemba Local Municipality"	"https://www.govdirectory.org/south-africa/Q926143/"	"local municipality"	""
""Greater Kokstad Local Municipality"	"https://www.govdirectory.org/south-africa/Q928276/"	"local municipality"	""
""Rustenburg Local Municipality"	"https://www.govdirectory.org/south-africa/Q934141/"	"local municipality"	"http://www.rustenburg.gov.za/"
""Elias Motsoaledi Local Municipality"	"https://www.govdirectory.org/south-africa/Q962633/"	"local municipality"	"http://www.eliasmotsoaledi.gov.za/"
""Sol Plaatje Local Municipality"	"https://www.govdirectory.org/south-africa/Q965471/"	"local municipality"	""
""Langeberg Local Municipality"	"https://www.govdirectory.org/south-africa/Q971361/"	"local municipality"	"http://www.langeberg.gov.za/"
""Cederberg Local Municipality"	"https://www.govdirectory.org/south-africa/Q1052585/"	"local municipality"	""
""Dihlabeng Local Municipality"	"https://www.govdirectory.org/south-africa/Q1225159/"	"local municipality"	""
""Dikgatlong Local Municipality"	"https://www.govdirectory.org/south-africa/Q1225310/"	"local municipality"	""
""Dipaleseng Local Municipality"	"https://www.govdirectory.org/south-africa/Q1227128/"	"local municipality"	"http://www.dipaleseng.gov.za/"
""Dr JS Moroka Local Municipality"	"https://www.govdirectory.org/south-africa/Q1254147/"	"local municipality"	"http://www.drjsmorokamun.co.za/"
""Drakenstein Local Municipality"	"https://www.govdirectory.org/south-africa/Q1255574/"	"local municipality"	"http://www.drakenstein.gov.za/"
""Mpofana Local Municipality"	"https://www.govdirectory.org/south-africa/Q1298937/"	"local municipality"	""
""Govan Mbeki Local Municipality"	"https://www.govdirectory.org/south-africa/Q1301527/"	"local municipality"	"http://www.govanmbeki.gov.za/"
""Pixley ka Seme Local Municipality"	"https://www.govdirectory.org/south-africa/Q1303780/"	"local municipality"	"http://pixleykaseme.local.gov.za/"
""Thabazimbi Local Municipality"	"https://www.govdirectory.org/south-africa/Q1308343/"	"local municipality"	"http://www.thabazimbi.gov.za/"
""Ngwathe Local Municipality"	"https://www.govdirectory.org/south-africa/Q1316771/"	"local municipality"	"http://www.ngwathe.fs.gov.za/"
""Emfuleni Local Municipality"	"https://www.govdirectory.org/south-africa/Q1335678/"	"local municipality"	"http://www.emfuleni.gov.za/"
""Emthanjeni Local Municipality"	"https://www.govdirectory.org/south-africa/Q1339806/"	"local municipality"	""
""Endumeni Local Municipality"	"https://www.govdirectory.org/south-africa/Q1341026/"	"local municipality"	""
""Oudtshoorn Local Municipality"	"https://www.govdirectory.org/south-africa/Q1417176/"	"local municipality"	""
""Ubuntu Local Municipality"	"https://www.govdirectory.org/south-africa/Q1447551/"	"local municipality"	""
""Ga-Segonyana Local Municipality"	"https://www.govdirectory.org/south-africa/Q1487822/"	"local municipality"	""
""Gamagara Local Municipality"	"https://www.govdirectory.org/south-africa/Q1492854/"	"local municipality"	""
""Kopanong Local Municipality"	"https://www.govdirectory.org/south-africa/Q1514156/"	"local municipality"	""
""Hessequa Local Municipality"	"https://www.govdirectory.org/south-africa/Q1516786/"	"local municipality"	"http://www.hessequa.gov.za/"
""Great Kei Local Municipality"	"https://www.govdirectory.org/south-africa/Q1517371/"	"local municipality"	""
""Tswelopele Local Municipality"	"https://www.govdirectory.org/south-africa/Q1526250/"	"local municipality"	""
""Swartland Local Municipality"	"https://www.govdirectory.org/south-africa/Q1530051/"	"local municipality"	""
""Midvaal Local Municipality"	"https://www.govdirectory.org/south-africa/Q1531415/"	"local municipality"	"http://www.midvaal.gov.za/"
""Makhado Local Municipality"	"https://www.govdirectory.org/south-africa/Q1537865/"	"local municipality"	"http://www.makhado.gov.za/index.php?page=home"
""Greater Giyani Local Municipality"	"https://www.govdirectory.org/south-africa/Q1544427/"	"local municipality"	"http://www.greatergiyani.gov.za/"
""Greater Letaba Local Municipality"	"https://www.govdirectory.org/south-africa/Q1544434/"	"local municipality"	"http://www.greaterletaba.gov.za/"
""Greater Tzaneen Local Municipality"	"https://www.govdirectory.org/south-africa/Q1544454/"	"local municipality"	"http://www.tzaneen.gov.za/"
""Greater Taung Local Municipality"	"https://www.govdirectory.org/south-africa/Q1544453/"	"local municipality"	""
""Hantam Local Municipality"	"https://www.govdirectory.org/south-africa/Q1584028/"	"local municipality"	"http://www.hantam.gov.za/"
""Tokologo Local Municipality"	"https://www.govdirectory.org/south-africa/Q1594423/"	"local municipality"	""
""Swellendam Local Municipality"	"https://www.govdirectory.org/south-africa/Q1632782/"	"local municipality"	""
""Mbhashe Local Municipality"	"https://www.govdirectory.org/south-africa/Q1642573/"	"local municipality"	"http://www.mbhashemun.gov.za/"
""Albert Luthuli Local Municipality"	"https://www.govdirectory.org/south-africa/Q1643020/"	"local municipality"	"http://www.albertluthuli.gov.za/"
""Impendle Local Municipality"	"https://www.govdirectory.org/south-africa/Q1660258/"	"local municipality"	""
""Polokwane Local Municipality"	"https://www.govdirectory.org/south-africa/Q1660415/"	"local municipality"	"http://www.polokwane.org.za/"
""Intsika Yethu Local Municipality"	"https://www.govdirectory.org/south-africa/Q1671635/"	"local municipality"	""
""Inxuba Yethemba Local Municipality"	"https://www.govdirectory.org/south-africa/Q1671847/"	"local municipality"	""
""Khâi-Ma Local Municipality"	"https://www.govdirectory.org/south-africa/Q1672186/"	"local municipality"	""
""uMfolozi Local Municipality"	"https://www.govdirectory.org/south-africa/Q1681141/"	"local municipality"	"http://www.umfolozi.gov.za/"
""Matatiele Local Municipality"	"https://www.govdirectory.org/south-africa/Q1693384/"	"local municipality"	""
""Mossel Bay Local Municipality"	"https://www.govdirectory.org/south-africa/Q1707740/"	"local municipality"	"http://www.mosselbaymun.co.za/"
""Ndwedwe Local Municipality"	"https://www.govdirectory.org/south-africa/Q1717872/"	"local municipality"	""
""Kai ǃGarib Local Municipality"	"https://www.govdirectory.org/south-africa/Q1721381/"	"local municipality"	""
""Kamiesberg Local Municipality"	"https://www.govdirectory.org/south-africa/Q1723052/"	"local municipality"	"http://www.kamiesbergmun.co.za/"
""Kannaland Local Municipality"	"https://www.govdirectory.org/south-africa/Q1723822/"	"local municipality"	""
""Karoo Hoogland Local Municipality"	"https://www.govdirectory.org/south-africa/Q1734288/"	"local municipality"	""
""KwaDukuza Local Municipality"	"https://www.govdirectory.org/south-africa/Q1759943/"	"local municipality"	""
""Knysna Local Municipality"	"https://www.govdirectory.org/south-africa/Q1777700/"	"local municipality"	""
""Kouga Local Municipality"	"https://www.govdirectory.org/south-africa/Q1785553/"	"local municipality"	""
""Lephalale Local Municipality"	"https://www.govdirectory.org/south-africa/Q1815498/"	"local municipality"	"http://www.lephalale.com/"
""Msunduzi Local Municipality"	"https://www.govdirectory.org/south-africa/Q1815510/"	"local municipality"	"http://www.msunduzi.gov.za/splash/"
